0,46,26
1,57,27
2,58,20
3,47,20
4,5,30
5,17,31
6,21,24
7,9,23
8,81,36
9,92,37
10,92,29
11,81,29
12,32,32
13,43,34
14,45,26
15,34,26
16,57,34
17,69,35
18,69,28
19,69,44
20,81,45
21,81,37
22,69,36
23,15,40
24,27,41
25,30,33
26,18,32
27,42,42
28,55,43
29,55,35
30,94,46
31,106,46
32,105,38
33,93,38
34,82,54
35,95,55
36,82,45
37,24,50
38,38,52
39,41,42
40,28,42
41,109,56
42,120,56
43,118,48
44,107,47
45,54,53
46,67,53
47,68,44
48,55,44
49,96,66
50,110,66
51,95,56
52,4,61
53,20,61
54,24,51
55,10,50
56,36,63
57,51,63
58,52,53
59,39,52
60,67,65
61,81,65
62,81,55
63,68,54
64,8,33
65,21,33
66,24,27
67,12,26
68,34,35
69,47,36
70,49,29
71,36,28
72,61,36
73,72,38
74,72,30
75,60,30
76,85,39
77,96,39
78,95,32
79,84,31
80,17,41
81,31,42
82,34,34
83,22,34
84,46,43
85,58,45
86,60,36
87,98,47
88,110,48
89,108,40
90,97,40
91,72,46
92,85,46
93,84,39
94,73,38
95,2,50
96,12,50
97,2,41
98,86,55
99,99,56
100,98,48
101,85,47
102,58,54
103,71,54
104,59,45
105,113,57
106,125,57
107,122,49
108,111,49
109,28,51
110,43,53
111,45,43
112,31,43
113,101,67
114,115,67
115,100,57
116,40,63
117,55,64
118,57,54
119,8,61
120,23,62
121,12,51
122,71,65
123,86,66
124,85,56
125,72,55
126,9,32
127,21,32
128,24,26
129,13,25
130,62,35
131,73,37
132,73,30
133,61,29
134,85,38
135,97,38
136,96,31
137,85,31
138,35,33
139,47,35
140,50,29
141,38,27
142,46,42
143,48,35
144,73,45
145,85,45
146,19,40
147,35,34
148,98,46
149,111,47
150,109,39
151,98,39
152,2,49
153,14,50
154,3,40
155,87,55
156,99,55
157,86,46
158,58,53
159,72,54
160,60,45
161,114,56
162,126,57
163,123,48
164,112,48
165,29,50
166,32,42
167,101,66
168,115,66
169,113,56
170,100,56
171,72,64
172,87,65
173,73,54
174,41,62
175,57,63
176,44,53
177,9,60
178,24,61
179,29,51
